スノーボーダー,,,3557,名詞,一般,*,*,*,*,スノボ,スノーボーダー,スノーボーダー
シュミレーション,,,2415,名詞,固有名詞,一般,*,*,*,シミュレーション,シュミレーション,シュミレーション
パフォーマー,,,4593,名詞,固有名詞,一般,*,*,*,パフォーマンス,パフォーマー,パフォーマー
忘備録,,,8181,名詞,固有名詞,一般,*,*,*,備忘録,ボウビロク,ボウビロク
刀剣乱舞,,,6325,名詞,固有名詞,一般,*,*,*,刀剣,トウケンランブ,トーケンランブ
アニメオタク,,,2562,名詞,固有名詞,一般,*,*,*,アニオタ,アニメオタク,アニメオタク
天元突破グレンラガン,,,4507,名詞,固有名詞,一般,*,*,*,グレンラガン,テンゲントッパグレンラガン,テンゲントッパグレンラガン
キヤノン,,,4868,名詞,固有名詞,組織,*,*,*,キャノン,キヤノン,キャノン
中学校,,,2731,名詞,一般,*,*,*,*,中学,チュウガッコウ,チューガッコー
ほぼ日,,,8181,名詞,固有名詞,一般,*,*,*,ほぼ日手帳,ホボニチ,ホボニチ
暮し,,,5343,名詞,一般,*,*,*,*,暮らし,クラシ,クラシ
副会長,,,3974,名詞,固有名詞,人名,一般,*,*,会長,フクカイチョウ,フクカイチョー
クトゥルフ神話,,,4487,名詞,固有名詞,一般,*,*,*,クトゥルフ,クトゥルフシンワ,クトゥルフシンワ
フェミ,,,5461,名詞,固有名詞,一般,*,*,*,フェミニズム,フェミ,フェミ
ペルソナ5,,,6418,名詞,固有名詞,一般,*,*,*,ペルソナ,ペルソナファイブ,ペルソナファイブ
発達障害者,,,6418,名詞,固有名詞,一般,*,*,*,発達障害,ハッタツショウガイシャ,ハッタツショーガイシャ
野球場,,,-51,名詞,固有名詞,一般,*,*,*,球場,ヤキュウジョウ,ヤキュージョー
放射脳,,,8181,名詞,固有名詞,一般,*,*,*,放射能,ホウシャノウ,ホーシャノー
バトルガール,,,2647,名詞,固有名詞,一般,*,*,*,バトルガールハイスクール,バトルガール,バトルガール
日商簿記,,,7706,名詞,固有名詞,一般,*,*,*,簿記,ニッショウボキ,ニッショーボキ
ノスタルジー,,,3557,名詞,一般,*,*,*,*,ノスタルジック,ノスタルジー,ノスタルジー
翻訳者,,,4348,名詞,固有名詞,一般,*,*,*,翻訳,ホンヤクシャ,ホンヤクシャ
好物,,,5304,名詞,一般,*,*,*,*,大好物,コウブツ,コーブツ
贔屓目,,,5522,名詞,一般,*,*,*,*,贔屓,ヒイキメ,ヒイキメ
プログラム,,,2484,名詞,サ変接続,*,*,*,*,プログラミング,プログラム,プログラム
商品情報,,,6326,名詞,固有名詞,一般,*,*,*,商品,ショウヒンジョウホウ,ショーヒンジョウホー
まどか☆マギカ,,,4487,名詞,固有名詞,一般,*,*,*,まどマギ,マドカマギカ,マドカマギカ
猛禽,,,5522,名詞,一般,*,*,*,*,猛禽類,モウキン,モーキン
日本武道館,,,6499,名詞,固有名詞,組織,*,*,*,武道館,ニホンブドウカン,ニホンブドーカン
Hey!Say!,,,4469,名詞,固有名詞,一般,*,*,*,Hey!Say!JUMP,ヘイセイ,ヘイセイ
展開中,,,6485,名詞,固有名詞,一般,*,*,*,展開,テンカイチュウ,テンカイチュー
社会福祉,,,1996,名詞,固有名詞,一般,*,*,*,福祉,シャカイフクシ,シャカイフクシ
咲夜さん,,,7706,名詞,固有名詞,一般,*,*,*,咲夜,サクヤサン,サクヤサン
サモナイ,,,6295,名詞,固有名詞,一般,*,*,*,サモンナイト,サモナイ,サモナイ
討鬼伝2,,,7706,名詞,固有名詞,一般,*,*,*,討鬼伝,トウキデン,トウキデン
主義主張,,,5326,名詞,固有名詞,一般,*,*,*,主張,シュギシュチョウ,シュギシュチョー
遠距離,,,5522,名詞,一般,*,*,*,*,遠距離恋愛,エンキョリ,エンキョリ
慢性的,,,5621,名詞,固有名詞,一般,*,*,*,慢性,マンセイテキ,マンセイテキ
短編集,,,6692,名詞,固有名詞,一般,*,*,*,短編,タンペンシュウ,タンペンシュー
コンピューター,,,3693,名詞,一般,*,*,*,*,コンピュータ,コンピューター,コンピューター
東京メトロ,,,1556,名詞,固有名詞,一般,*,*,*,メトロ,トウキョウメトロ,トーキョーメトロ
ケロロ,,,7151,名詞,固有名詞,人名,一般,*,*,ケロロ軍曹,ケロロ,ケロロ
手数,,,5718,名詞,一般,*,*,*,*,お手数,テスウ,テスー
指導者,,,4707,名詞,固有名詞,一般,*,*,*,指導,シドウシャ,シドーシャ
政治ネタ,,,-12,名詞,固有名詞,一般,*,*,*,政治,セイジネタ,セイジネタ
天文,,,5053,名詞,一般,*,*,*,*,天文学,テンモン,テンモン
講習会,,,4740,名詞,固有名詞,一般,*,*,*,講演,コウシュウカイ,コーシューカイ
新体操,,,5164,名詞,一般,*,*,*,*,体操,シンタイソウ,シンタイソー
三代目J Soul Brothers from EXILE TRIBE,,,-1100,名詞,固有名詞,一般,*,*,*,三代目J Soul Brothers,三代目J Soul Brothers,三代目J Soul Brothers
アフェリエイト,,,3563,名詞,固有名詞,一般,*,*,*,アフィリエイト,アフェリエイト,アフェリエイト
乗物,,,5514,名詞,一般,*,*,*,*,乗り物,ノリモノ,ノリモノ
チャリンコ,,,5503,名詞,固有名詞,一般,*,*,*,チャリ,チャリンコ,チャリンコ
ガンダムUC,,,4972,名詞,固有名詞,一般,*,*,*,ガンダム,ガンダムユニコーン,ガンダムユニコーン
ガンダムSEED,,,4469,名詞,固有名詞,一般,*,*,*,ガンダム,ガンダムシード,ガンダムシード
シモ,,,4452,名詞,固有名詞,一般,*,*,*,シモネタ,シモ,シモ
ジャンヌ・ダルク,,,4459,名詞,固有名詞,人名,名,*,*,ジャンヌ,ジャンヌダルク,ジャンヌダルク
キリスト,,,347,名詞,固有名詞,一般,*,*,*,キリスト教,キリスト,キリスト
エンジョイ,,,4325,名詞,サ変接続,*,*,*,*,エンジョイ勢,エンジョイ,エンジョイ
Mario Kart Wii,,,5129,名詞,固有名詞,一般,*,*,*,マリオカート,マリオカート,マリオカート
Mario Maker,,,4600,名詞,固有名詞,一般,*,*,*,マリオカート,マリオメーカー,マリオメーカー
アフィリア・サーガ,,,1858,名詞,固有名詞,人名,一般,*,*,アフィリア,アフィリアサーガ,アフィリアサーガ
こども,,,3905,名詞,一般,*,*,*,*,子ども,コドモ,コドモ
自己満足,,,4701,名詞,固有名詞,一般,*,*,*,自己満,ジコマンゾク,ジコマンゾク
組合せ,,,5165,名詞,一般,*,*,*,*,組み合わせ,クミアワセ,クミアワセ
バレーボール部,,,2263,名詞,固有名詞,一般,*,*,*,バレー,バレーボールブ,バレーボールブ
バトミントン,,,3557,名詞,一般,*,*,*,*,バドミントン,バトミントン,バトミントン
儲け,,,5417,名詞,一般,*,*,*,*,金儲け,モウケ,モーケ
大手企業,,,5884,名詞,固有名詞,一般,*,*,*,大手,オオテキギョウ,オーテキギョー
鏡音レン,,,627,名詞,固有名詞,一般,*,*,*,鏡音,カガミネレン,カガミネレン
陸上部,,,6075,名詞,固有名詞,一般,*,*,*,陸上,リクジョウブ,リクジョーブ
ネギま!,,,7706,名詞,固有名詞,一般,*,*,*,ネギま,ネギマ,ネギマ
西洋占星術,,,6418,名詞,固有名詞,一般,*,*,*,占星術,セイヨウセンセイジュツ,セイヨーセンセイジュツ
母さん,,,6739,名詞,一般,*,*,*,*,お母さん,カアサン,カーサン
鑑定士,,,6827,名詞,固有名詞,一般,*,*,*,鑑定,カンテイシ,カンテイシ
ギフト券,,,5978,名詞,固有名詞,一般,*,*,*,ギフト,ギフトケン,ギフトケン
誘い,,,5504,名詞,一般,*,*,*,*,お誘い,サソイ,サソイ
総合格闘技,,,4863,名詞,固有名詞,一般,*,*,*,格闘技,ソウゴウカクトウギ,ソーゴーカクトーギ
バラエティー番組,,,292,名詞,固有名詞,一般,*,*,*,バラエティ,バラエティーバングミ,バラエティーバングミ
クラシック音楽,,,534,名詞,固有名詞,一般,*,*,*,クラシック,クラシックオンガク,クラシックオンガク
東中学校,,,5963,名詞,固有名詞,一般,*,*,*,中学,ヒガシチュウガッコウ,ヒガシチュウガッコー
うみねこのなく頃に,,,4809,名詞,固有名詞,一般,*,*,*,うみねこ,ウミネコノナクコロニ,ウミネコノナクコロニ
雑貨屋,,,7403,名詞,固有名詞,一般,*,*,*,雑貨,ザッカヤ,ザッカヤ
フリーゲーム,,,776,名詞,固有名詞,一般,*,*,*,フリゲ,フリーゲーム,フリーゲーム
ベンチャー企業,,,3447,名詞,固有名詞,一般,*,*,*,ベンチャー,ベンチャーキギョウ,ベンチャーキギョー
中古品,,,8181,名詞,固有名詞,一般,*,*,*,中古,チュウコヒン,チューコヒン
進行中,,,5798,名詞,固有名詞,一般,*,*,*,進行,シンコウチュウ,シンコーチュー
ボランティア活動,,,-663,名詞,固有名詞,一般,*,*,*,ボランティア,ボランティアカツドウ,ボランティアカツドー
学アリ,,,8181,名詞,固有名詞,一般,*,*,*,学園アリス,ガクアリ,ガクアリ
ドルオタ,,,6295,名詞,固有名詞,一般,*,*,*,ドルヲタ,ドルオタ,ドルオタ
